BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
J000174,HON. SAM JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AP,E0485501,HESTER THOMAS M.,1/25/2017,1/28/2017,FOOD & BEVERAGE,109.57,2017,HESTER THOMAS M.
J000174,HON. SAM JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/29/2017,AP,E0500215,PATE ERMARIE G.,2/17/2017,3/17/2017,FOOD & BEVERAGE,155,2017,PATE ERMARIE G.
J000174,HON. SAM JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/29/2017,AP,E0500216,TALTON MEAGAN L.,2/16/2017,3/20/2017,FOOD & BEVERAGE,195,2017,TALTON MEAGAN L.
J000174,HON. SAM JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/5/2017,AP,897046,FOREMAN MEGAN S.,12/8/2016,12/10/2016,FOOD & BEVERAGE,431.79,2016,FOREMAN MEGAN S.
J000174,HON. SAM JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0477150,RICHARDSON CHAMBER OF COMMERCE,11/16/2016,11/16/2016,FOOD & BEVERAGE,120,2016,RICHARDSON CHAMBER OF COMMERCE
J000289,HON. JIM JORDAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/25/2017,1/25/2017,FOOD & BEVERAGE,111.58,2017,BOISE CASCADE COMPANY
K000009,HON. MARCY KAPTUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0481292,MICHAEL'S GOURMENT CATERING,1/14/2017,1/14/2017,FOOD & BEVERAGE,158.8,2017,MICHAEL'S GOURMENT CATERING
K000009,HON. MARCY KAPTUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0481293,PERRINO JENNIFER E.,1/3/2017,1/3/2017,FOOD & BEVERAGE,203.26,2017,PERRINO JENNIFER E.
K000009,HON. MARCY KAPTUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0480446,KATICH III STEVE J.,1/16/2017,1/16/2017,FOOD & BEVERAGE,109.05,2017,KATICH III STEVE J.
K000009,HON. MARCY KAPTUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0497902,KATICH III STEVE J.,3/11/2017,3/11/2017,FOOD & BEVERAGE,155.54,2017,KATICH III STEVE J.
K000009,HON. MARCY KAPTUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0473867,FOCACCIAS,12/27/2016,12/27/2016,FOOD & BEVERAGE,197.55,2016,FOCACCIAS
K000386,HON. JOHN KATKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0483194,CAYUGA ECONOMIC DEVELOPMENT AGENCY,1/19/2017,1/19/2017,FOOD & BEVERAGE,120,2017,CAYUGA ECONOMIC DEVELOPMENT AGENCY
K000386,HON. JOHN KATKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0488174,AUBURN YMCA-WEIU,9/21/2016,9/21/2016,FOOD & BEVERAGE,150,2016,AUBURN YMCA-WEIU
K000376,HON. MIKE KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-PAPA JOHN'S,1/3/2017,1/28/2017,FOOD & BEVERAGE,110,2017,CITI PCARD-PAPA JOHN'S
K000376,HON. MIKE KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-SHOPPERS FOOD / PHAR,1/3/2017,1/28/2017,FOOD & BEVERAGE,264.56,2017,CITI PCARD-SHOPPERS FOOD / PHAR
K000376,HON. MIKE KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-AVI HQ CATERING,1/29/2017,2/28/2017,FOOD & BEVERAGE,102.08,2017,CITI PCARD-AVI HQ CATERING
K000376,HON. ROBIN L. KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-HOLIDAY INN BANQUET,1/3/2017,1/28/2017,FOOD & BEVERAGE,1502.4,2017,CITI PCARD-HOLIDAY INN BANQUET
K000376,HON. ROBIN L. KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-FOOD FOR THOUGHT CATER,1/29/2017,2/28/2017,FOOD & BEVERAGE,1285.5,2017,CITI PCARD-FOOD FOR THOUGHT CATER
K000376,HON. ROBIN L. KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0496262,BANKS ALAN D.,3/3/2017,3/3/2017,FOOD & BEVERAGE,164.46,2017,BANKS ALAN D.
K000376,HON. ROBIN L. KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CUBA LIBRE DC,11/29/2016,12/28/2016,FOOD & BEVERAGE,1817.85,2016,CITI PCARD-CUBA LIBRE DC
K000376,HON. ROBIN L. KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0480564,CITIBANK GOV CARD SERVICE,12/16/2016,12/22/2016,FOOD & BEVERAGE,319.58,2016,CITIBANK GOV CARD SERVICE
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,106.3,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,2/28/2017,2/28/2017,FOOD & BEVERAGE,179.58,2017,BOISE CASCADE COMPANY
K000388,HON. TRENT KELLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/8/2017,3/8/2017,FOOD & BEVERAGE,103.39,2017,BOISE CASCADE COMPANY
K000379,HON. JOSEPH P. KENNEDY  III,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0499412,MECHER GREGORY M,2/28/2017,2/28/2017,FOOD & BEVERAGE,242.7,2017,MECHER GREGORY M
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-TARGET,1/29/2017,2/28/2017,FOOD & BEVERAGE,127.19,2017,CITI PCARD-TARGET
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0495031,CAPITOL HILL CLUB,3/1/2017,3/1/2017,FOOD & BEVERAGE,715,2017,CAPITOL HILL CLUB
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-HILL COUNTRY BARBECUE,12/29/2016,1/2/2017,FOOD & BEVERAGE,150.25,2017,CITI PCARD-HILL COUNTRY BARBECUE
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0470525,QUILL CORPORATION,12/6/2016,12/6/2016,FOOD & BEVERAGE,251.41,2016,QUILL CORPORATION
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0470609,QUILL CORPORATION,12/6/2016,12/6/2016,FOOD & BEVERAGE,114.9,2016,QUILL CORPORATION
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0480374,COUNTRY CATERING,11/9/2016,11/9/2016,FOOD & BEVERAGE,1582.3,2016,COUNTRY CATERING
K000387,HON. STEPHEN KNIGHT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478567,MOULTON LISA G.,12/13/2016,12/15/2016,FOOD & BEVERAGE,413.73,2016,MOULTON LISA G.
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0482343,BASKIN STEVEN A.,1/11/2017,1/18/2017,FOOD & BEVERAGE,196.24,2017,BASKIN STEVEN A.
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0484337,BASKIN STEVEN A.,1/19/2017,1/22/2017,FOOD & BEVERAGE,187.51,2017,BASKIN STEVEN A.
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0484337,BASKIN STEVEN A.,1/27/2017,1/27/2017,FOOD & BEVERAGE,644.99,2017,BASKIN STEVEN A.
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-CORNER BAKERY,1/3/2017,1/28/2017,FOOD & BEVERAGE,303.6,2017,CITI PCARD-CORNER BAKERY
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0499097,HORRELL ABIGAIL F.,1/3/2017,1/3/2017,FOOD & BEVERAGE,168.04,2017,HORRELL ABIGAIL F.
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0481623,LESTER DEAN A.,1/2/2017,1/2/2017,FOOD & BEVERAGE,400.79,2017,LESTER DEAN A.
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-AMAZON MKTPLACE PMTS,11/29/2016,12/28/2016,FOOD & BEVERAGE,117.94,2016,CITI PCARD-AMAZON MKTPLACE PMTS
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-AMAZON.COM AMZN.COM/BI,11/29/2016,12/28/2016,FOOD & BEVERAGE,767.36,2016,CITI PCARD-AMAZON.COM AMZN.COM/BI
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-MARRIOTT PERE PEORIA M,11/29/2016,12/28/2016,FOOD & BEVERAGE,2244.75,2016,CITI PCARD-MARRIOTT PERE PEORIA M
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-STAPLES DIRECT,12/29/2016,1/2/2017,FOOD & BEVERAGE,478.79,2017,CITI PCARD-STAPLES DIRECT
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492888,PAGE LAURA C.,2/3/2017,2/8/2017,FOOD & BEVERAGE,155,2017,PAGE LAURA C.
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0499205,IMPACTOFFICE,3/2/2017,3/2/2017,FOOD & BEVERAGE,111.91,2017,IMPACTOFFICE
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/9/2017,AP,E0475406,HAYNES BRENDA L.,7/16/2016,8/13/2016,FOOD & BEVERAGE,130,2016,HAYNES BRENDA L.
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0490587,HAYNES BRENDA L.,9/9/2016,11/18/2016,FOOD & BEVERAGE,150,2016,HAYNES BRENDA L.
L000564,HON. DOUG LAMBORN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0485025,MAGARY ADAM J.,1/17/2017,1/17/2017,FOOD & BEVERAGE,371.33,2017,MAGARY ADAM J.
L000564,HON. DOUG LAMBORN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0470540,TAPIA ELIZABETH A.,10/28/2016,11/1/2016,FOOD & BEVERAGE,213.37,2016,TAPIA ELIZABETH A.
L000567,HON. LEONARD LANCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-IL FORNO RESTAURANT,1/29/2017,2/28/2017,FOOD & BEVERAGE,187,2017,CITI PCARD-IL FORNO RESTAURANT
L000560,HON. RICK LARSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/27/2017,1/27/2017,FOOD & BEVERAGE,215.25,2017,BOISE CASCADE COMPANY
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0484329,IMPACTOFFICE,1/11/2017,1/11/2017,FOOD & BEVERAGE,103.89,2017,IMPACTOFFICE
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0495728,CITIBANK GOV CARD SERVICE,2/7/2017,2/9/2017,FOOD & BEVERAGE,731.84,2017,CITIBANK GOV CARD SERVICE
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0472884,IMPACTOFFICE,12/2/2016,12/2/2016,FOOD & BEVERAGE,219.49,2016,IMPACTOFFICE
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-CAPITOL HOST,1/3/2017,1/28/2017,FOOD & BEVERAGE,727.01,2017,CITI PCARD-CAPITOL HOST
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-HARRISTEETER,1/3/2017,1/28/2017,FOOD & BEVERAGE,163.19,2017,CITI PCARD-HARRISTEETER
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-JIMMY JOHNS,1/3/2017,1/28/2017,FOOD & BEVERAGE,214.01,2017,CITI PCARD-JIMMY JOHNS
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-MEIJER,1/3/2017,1/28/2017,FOOD & BEVERAGE,101.12,2017,CITI PCARD-MEIJER
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-PANERA BREAD,1/3/2017,1/28/2017,FOOD & BEVERAGE,158.76,2017,CITI PCARD-PANERA BREAD
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-HOLIDAY MARKET,1/29/2017,2/28/2017,FOOD & BEVERAGE,1354.17,2017,CITI PCARD-HOLIDAY MARKET
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-MEIJER STORE,1/29/2017,2/28/2017,FOOD & BEVERAGE,117.1,2017,CITI PCARD-MEIJER STORE
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-ATWATER IN THE PARK,11/29/2016,12/28/2016,FOOD & BEVERAGE,335.68,2016,CITI PCARD-ATWATER IN THE PARK
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-SAMARITAN CAFE,11/29/2016,12/28/2016,FOOD & BEVERAGE,400,2016,CITI PCARD-SAMARITAN CAFE
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-HOLIDAY MARKET,12/29/2016,1/2/2017,FOOD & BEVERAGE,868.73,2017,CITI PCARD-HOLIDAY MARKET
L000586,HON. AL LAWSON  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0481756,HON AL LAWSON JR,1/5/2016,1/6/2017,FOOD & BEVERAGE,167.96,2017,HON AL LAWSON JR
L000586,HON. AL LAWSON  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0497439,THOMPSON TOLA R.,3/8/2017,3/8/2017,FOOD & BEVERAGE,147.32,2017,THOMPSON TOLA R.
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0481280,NICKSON JULIE L.,1/18/2017,1/18/2017,FOOD & BEVERAGE,140.08,2017,NICKSON JULIE L.
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0483353,NICKSON JULIE L.,1/21/2017,1/23/2017,FOOD & BEVERAGE,1604.42,2017,NICKSON JULIE L.
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AP,E0494889,QUIGLEY JOSHUA A.,2/9/2017,2/18/2017,FOOD & BEVERAGE,349.12,2017,QUIGLEY JOSHUA A.
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/9/2017,3/9/2017,FOOD & BEVERAGE,133.2,2017,BOISE CASCADE COMPANY
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/14/2017,2/14/2017,FOOD & BEVERAGE,125.99,2017,BOISE CASCADE COMPANY
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0481200,QUIGLEY JOSHUA A.,12/2/2016,12/15/2016,FOOD & BEVERAGE,489.25,2016,QUIGLEY JOSHUA A.
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,245.3,2017,BOISE CASCADE COMPANY
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/24/2017,1/24/2017,FOOD & BEVERAGE,175.91,2017,BOISE CASCADE COMPANY
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-STEP BY STEP CATERING,1/3/2017,1/28/2017,FOOD & BEVERAGE,1046,2017,CITI PCARD-STEP BY STEP CATERING
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0471486,WARD AARON S.,12/3/2016,12/3/2016,FOOD & BEVERAGE,107.74,2016,WARD AARON S.
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-STEP BY STEP CATERING,11/29/2016,12/28/2016,FOOD & BEVERAGE,6000,2016,CITI PCARD-STEP BY STEP CATERING
L000582,HON. TED LIEU,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-LOS ANGELES CLUB,1/29/2017,2/28/2017,FOOD & BEVERAGE,394.18,2017,CITI PCARD-LOS ANGELES CLUB
L000563,HON. DANIEL LIPINSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0496414,SYPOLT JENNIFER L.,2/18/2017,3/7/2017,FOOD & BEVERAGE,101.97,2017,SYPOLT JENNIFER L.
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/22/2017,AP,E0489361,HINCKLEY LINDA,2/3/2017,2/3/2017,FOOD & BEVERAGE,139.92,2017,HINCKLEY LINDA
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/22/2017,AP,E0489361,HINCKLEY LINDA,2/4/2017,2/4/2017,FOOD & BEVERAGE,142.75,2017,HINCKLEY LINDA
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0488321,WITTE ERIC,2/7/2017,2/7/2017,FOOD & BEVERAGE,247.5,2017,WITTE ERIC
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0471868,SPRINGFIELD AREA CHAMBER,11/7/2016,11/7/2016,FOOD & BEVERAGE,304.61,2016,SPRINGFIELD AREA CHAMBER
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,E0488519,PARNELL MACK W.,1/12/2017,1/24/2017,FOOD & BEVERAGE,130,2017,PARNELL MACK W.
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0493688,BARTLETT CLAIRE A.,1/3/2017,1/23/2017,FOOD & BEVERAGE,217.84,2017,BARTLETT CLAIRE A.
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-BULLFEATHERS,1/29/2017,2/28/2017,FOOD & BEVERAGE,532.89,2017,CITI PCARD-BULLFEATHERS
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DIRKSEN NORTH,1/29/2017,2/28/2017,FOOD & BEVERAGE,173.64,2017,CITI PCARD-DIRKSEN NORTH
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DT,1/29/2017,2/28/2017,FOOD & BEVERAGE,251.74,2017,CITI PCARD-DT
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-TST  CAVA MEZZE,1/29/2017,2/28/2017,FOOD & BEVERAGE,816.9,2017,CITI PCARD-TST  CAVA MEZZE
L000579,HON. ALAN S. LOWENTHAL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0486228,CARLOS DONNA J.,1/28/2017,1/28/2017,FOOD & BEVERAGE,140.89,2017,CARLOS DONNA J.
L000579,HON. ALAN S. LOWENTHAL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0492079,ANSEL HELENE,1/11/2017,1/27/2017,FOOD & BEVERAGE,163.36,2017,ANSEL HELENE
L000579,HON. ALAN S. LOWENTHAL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-APPLE SPICE JUNCTION,1/29/2017,2/28/2017,FOOD & BEVERAGE,1796.17,2017,CITI PCARD-APPLE SPICE JUNCTION
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-WM SUPERCENTER,1/3/2017,1/28/2017,FOOD & BEVERAGE,127.42,2017,CITI PCARD-WM SUPERCENTER
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0486457,CAPITOL  HOST,1/27/2017,1/27/2017,FOOD & BEVERAGE,3487,2017,CAPITOL  HOST
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0486462,MONTGOMERY CHRISTA A.,1/5/2017,1/24/2017,FOOD & BEVERAGE,136.75,2017,MONTGOMERY CHRISTA A.
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/20/2016,12/20/2016,FOOD & BEVERAGE,264.8,2016,BOISE CASCADE COMPANY
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CAFE LUSH,1/29/2017,2/28/2017,FOOD & BEVERAGE,2610.36,2017,CITI PCARD-CAFE LUSH
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-SMITHS FOOD,1/29/2017,2/28/2017,FOOD & BEVERAGE,209.9,2017,CITI PCARD-SMITHS FOOD
